street,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,roof_style,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,total_bsmt_sf,heating,heating_qc,central_air,gr_liv_area,full_bath,kitchen_qual,fireplace_qu,garage_type,garage_finish,sale_type,saleprice,house_age,age_at_remod,total_baths,garage_overall
Pave,Lvl,FR2,Edwards,Feedr,1Fam,1.5Fin,4,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,3.0,1093.0,GasA,2.0,N,1669,1,2.0,0.0,Attchd,1.0,WD ,107000,82,56,2.0,2.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,BrkFace,86.0,2.0,CBlock,3.0,952.0,GasA,3.0,Y,952,1,2.0,0.0,Attchd,1.0,WD ,128500,39,39,2.0,3.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,922.0,GasA,2.0,Y,922,1,2.0,0.0,Attchd,1.0,WD ,116000,50,50,2.0,3.0
Pave,Low,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,CompShg,BrkFace,None,0.0,2.0,CBlock,3.0,1126.0,GasA,1.0,Y,1126,2,2.0,4.0,Attchd,2.0,WD ,160000,29,29,3.0,6.0
Pave,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CompShg,HdBoard,None,0.0,3.0,PConc,4.0,1280.0,GasA,4.0,Y,1280,2,3.0,0.0,Attchd,2.0,WD ,180000,16,16,2.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,BrkFace,32.0,2.0,CBlock,3.0,914.0,GasA,4.0,Y,914,1,4.0,0.0,Attchd,2.0,WD ,133000,37,5,1.0,3.0
Pave,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,7,Gable,CompShg,MetalSd,BrkFace,200.0,2.0,PConc,4.0,1288.0,GasA,3.0,Y,1368,2,2.0,0.0,Attchd,3.0,WD ,215000,9,9,4.0,12.0
Pave,Bnk,Inside,Crawfor,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,771.0,GasA,1.0,Y,1494,1,3.0,4.0,Attchd,1.0,WD ,177500,67,59,1.0,3.0
Pave,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,BrkFace,248.0,3.0,PConc,4.0,1524.0,GasA,3.0,Y,1534,2,3.0,4.0,Attchd,3.0,WD ,215000,1,1,2.0,6.0
Pave,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,3.0,952.0,GasA,2.0,Y,1582,2,2.0,4.0,Detchd,1.0,WD ,150000,71,59,2.0,2.0
Pave,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,Hip,CompShg,Plywood,None,0.0,2.0,PConc,4.0,1673.0,GasA,3.0,Y,3222,3,3.0,3.0,Attchd,1.0,WD ,320000,20,20,4.0,9.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,BrkFace,180.0,2.0,CBlock,3.0,1516.0,GasA,2.0,Y,1516,1,2.0,0.0,Attchd,2.0,WD ,167000,45,45,2.0,6.0
Pave,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,Slab,0.0,0.0,GasA,2.0,N,1032,1,2.0,3.0,Detchd,1.0,WD ,125000,71,56,1.0,3.0
Pave,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,Gable,CompShg,MetalSd,None,0.0,2.0,BrkTil,2.0,448.0,GasA,3.0,Y,1588,2,2.0,0.0,NoGarage,0.0,WD ,65000,59,16,2.0,0.0
Pave,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1316.0,GasA,4.0,Y,1316,2,3.0,4.0,Attchd,3.0,New,200141,0,0,2.0,6.0
Pave,Lvl,FR2,Somerst,Feedr,1Fam,1Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1528.0,GasA,4.0,Y,1528,3,3.0,3.0,Attchd,1.0,New,235876,0,0,5.0,6.0
Pave,Bnk,Inside,IDOTRR,Norm,1Fam,2Story,5,Gambrel,CompShg,AsbShng,None,0.0,2.0,BrkTil,3.0,760.0,GasA,4.0,N,2168,2,3.0,0.0,Detchd,1.0,WD ,123000,109,16,2.0,6.0
Pave,Lvl,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,Gable,CompShg,HdBoard,Stone,41.0,2.0,CBlock,3.0,806.0,GasA,2.0,Y,1422,1,2.0,3.0,Detchd,1.0,WD ,137500,55,55,2.0,3.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,None,0.0,2.0,PConc,4.0,990.0,GasA,4.0,Y,990,1,2.0,0.0,NoGarage,0.0,WD ,123600,13,12,2.0,0.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,BrkFace,101.0,2.0,CBlock,3.0,1088.0,GasA,4.0,Y,1324,2,2.0,3.0,Attchd,2.0,WD ,160000,41,41,2.0,6.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,2.0,PConc,4.0,924.0,GasA,4.0,Y,1690,2,2.0,3.0,Attchd,2.0,WD ,181000,7,7,3.0,6.0
Pave,HLS,Inside,OldTown,Feedr,1Fam,1Story,5,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,825.0,GasA,2.0,Y,825,1,2.0,0.0,Detchd,2.0,WD ,125000,53,13,2.0,6.0
Pave,Lvl,Inside,NWAmes,RRAn,1Fam,2Story,6,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,727.0,GasA,4.0,Y,1556,1,2.0,0.0,Attchd,1.0,WD ,154000,41,41,2.0,6.0
Pave,Lvl,Inside,Mitchel,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1152.0,GasA,4.0,Y,1797,2,3.0,2.0,Attchd,3.0,WD ,231000,17,16,4.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,None,0.0,2.0,CBlock,3.0,1056.0,GasA,4.0,Y,1056,1,2.0,2.0,Attchd,1.0,WD ,142000,42,42,2.0,3.0
Pave,Lvl,Inside,OldTown,Artery,1Fam,2.5Fin,10,Gable,WdShngl,Wd Sdng,None,0.0,3.0,BrkTil,3.0,1107.0,GasA,4.0,Y,3608,2,4.0,3.0,Detchd,1.0,WD ,475000,114,13,3.0,15.0
Pave,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,Hip,CompShg,CemntBd,Stone,473.0,3.0,PConc,5.0,1573.0,GasA,4.0,Y,1778,2,4.0,4.0,Attchd,3.0,New,375000,1,0,4.0,6.0
Pave,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,None,0.0,2.0,CBlock,3.0,864.0,GasA,2.0,Y,864,1,2.0,1.0,NoGarage,0.0,ConLI,115000,39,39,1.0,0.0
Pave,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1221.0,GasA,4.0,Y,1221,2,3.0,0.0,Attchd,2.0,WD ,185000,5,4,3.0,6.0
Pave,Bnk,Corner,Edwards,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,3.0,660.0,GasA,2.0,Y,865,1,2.0,4.0,Detchd,1.0,WD ,108500,87,12,2.0,3.0
Pave,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,Gable,CompShg,MetalSd,None,0.0,3.0,PConc,4.0,600.0,GasA,4.0,Y,1223,2,3.0,0.0,Detchd,2.0,WD ,147400,1,1,3.0,6.0
Pave,Lvl,FR2,Somerst,Norm,TwnhsE,2Story,7,Hip,CompShg,MetalSd,BrkFace,218.0,3.0,PConc,4.0,691.0,GasA,4.0,Y,1452,2,3.0,0.0,Detchd,1.0,WD ,156000,10,10,4.0,6.0
Pave,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,Gable,CompShg,HdBoard,None,0.0,2.0,BrkTil,3.0,880.0,GasA,3.0,Y,1308,2,2.0,0.0,Detchd,1.0,WD ,120000,93,30,2.0,4.0
Pave,Lvl,Inside,Gilbert,RRAn,1Fam,SLvl,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,384.0,GasA,4.0,Y,1374,2,3.0,0.0,BuiltIn,3.0,WD ,167000,5,5,3.0,6.0
Pave,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Gable,CompShg,VinylSd,BrkFace,14.0,3.0,PConc,4.0,1346.0,GasA,4.0,Y,1504,2,3.0,4.0,Attchd,3.0,WD ,191000,3,2,2.0,6.0
Pave,HLS,Inside,Gilbert,Norm,1Fam,SLvl,6,Gable,CompShg,VinylSd,None,0.0,2.0,PConc,4.0,384.0,GasA,3.0,Y,1384,2,2.0,3.0,BuiltIn,3.0,WD ,161500,10,10,3.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,None,0.0,2.0,CBlock,3.0,1204.0,GasA,2.0,Y,1411,1,2.0,3.0,Attchd,2.0,COD,130000,52,32,1.0,3.0
Pave,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,None,0.0,2.0,CBlock,3.0,970.0,GasA,2.0,Y,970,1,2.0,0.0,Detchd,1.0,WD ,132500,44,44,2.0,6.0
Pave,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,Hip,CompShg,HdBoard,None,0.0,2.0,PConc,4.0,864.0,GasA,4.0,Y,904,1,3.0,0.0,2Types,1.0,WD ,144000,38,38,1.0,9.0
Pave,Lvl,CulDSac,Edwards,Norm,Duplex,2Story,5,Gable,CompShg,Plywood,None,0.0,2.0,Slab,0.0,0.0,GasA,2.0,Y,2233,2,2.0,0.0,Attchd,3.0,WD ,141000,28,28,3.0,6.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,Gable,CompShg,Plywood,None,0.0,2.0,CBlock,3.0,385.0,GasA,3.0,Y,875,1,3.0,0.0,Detchd,1.0,WD ,117000,35,1,1.0,6.0
Pave,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,520.0,GasA,3.0,N,754,1,2.0,0.0,NoGarage,0.0,WD ,84500,71,24,2.0,0.0
Pave,Low,CulDSac,ClearCr,Norm,1Fam,1Story,4,Flat,Tar&Grv,Plywood,None,0.0,2.0,CBlock,4.0,1364.0,GasA,4.0,Y,1663,1,3.0,4.0,Attchd,3.0,WD ,256000,54,14,2.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,None,0.0,2.0,CBlock,3.0,925.0,GasA,4.0,Y,925,1,2.0,0.0,Detchd,1.0,WD ,117500,44,44,2.0,3.0
Pave,HLS,Inside,Crawfor,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,None,0.0,3.0,BrkTil,3.0,728.0,GasA,4.0,Y,1308,1,2.0,3.0,Detchd,1.0,WD ,160000,69,59,3.0,3.0
Pave,Bnk,Inside,Sawyer,PosA,1Fam,1Story,5,Hip,CompShg,BrkFace,None,0.0,2.0,CBlock,3.0,1240.0,GasA,3.0,Y,1375,1,2.0,4.0,Attchd,1.0,WD ,187000,51,9,2.0,3.0
Pave,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,BrkFace,280.0,3.0,PConc,5.0,1317.0,GasA,4.0,Y,2385,2,3.0,4.0,Attchd,3.0,WD ,350000,4,4,4.0,9.0
Pave,Lvl,FR2,NAmes,Norm,Duplex,2Story,5,Gable,CompShg,VinylSd,None,0.0,2.0,CBlock,4.0,896.0,GasA,2.0,Y,1792,2,2.0,0.0,Detchd,1.0,WD ,133000,34,34,4.0,6.0
Pave,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,Stone,554.0,3.0,PConc,5.0,2418.0,GasA,4.0,Y,2464,2,4.0,5.0,Attchd,3.0,WD ,417500,1,1,4.0,9.0
Pave,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Hip,CompShg,VinylSd,BrkFace,130.0,3.0,PConc,4.0,1386.0,GasA,4.0,Y,1569,2,3.0,3.0,Attchd,2.0,WD ,175900,2,2,3.0,9.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,Stone,242.0,4.0,PConc,5.0,1555.0,GasA,4.0,Y,1680,1,4.0,4.0,Attchd,3.0,New,323262,0,0,3.0,9.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1337.0,GasA,4.0,Y,1337,2,3.0,0.0,Attchd,2.0,WD ,185000,4,4,3.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,816.0,GasA,4.0,Y,816,1,2.0,2.0,Attchd,1.0,WD ,129800,72,56,2.0,3.0
Pave,Lvl,Corner,NridgHt,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,BrkFace,226.0,3.0,PConc,4.0,1541.0,GasA,4.0,Y,1541,2,3.0,4.0,Attchd,2.0,New,220000,5,5,2.0,6.0
Pave,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,Gable,CompShg,AsbShng,None,0.0,2.0,BrkTil,3.0,884.0,GasA,4.0,Y,1573,1,3.0,0.0,Detchd,1.0,WD ,133000,74,14,1.0,3.0
Pave,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,832.0,GasA,2.0,Y,1461,2,2.0,0.0,Detchd,1.0,WD ,133500,60,13,2.0,3.0
Pave,Lvl,Inside,Mitchel,Norm,Duplex,1Story,6,Gable,CompShg,Plywood,None,0.0,2.0,CBlock,3.0,1958.0,GasA,2.0,Y,2048,3,2.0,0.0,2Types,1.0,ConLD,170000,34,34,3.0,6.0
Pave,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,None,0.0,2.0,PConc,4.0,903.0,GasA,3.0,Y,1642,2,2.0,3.0,Attchd,2.0,WD ,168000,14,13,3.0,6.0
Pave,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,2.0,738.0,GasA,4.0,Y,1470,1,2.0,0.0,Detchd,1.0,WD ,140750,88,16,2.0,6.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,2.0,PConc,4.0,938.0,GasA,4.0,Y,2299,3,2.0,3.0,Attchd,3.0,WD ,204000,8,4,4.0,6.0
Pave,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,BrkFace,180.0,3.0,PConc,4.0,884.0,GasA,4.0,Y,2035,2,3.0,4.0,BuiltIn,3.0,WD ,222500,9,9,3.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,925.0,GasA,2.0,Y,999,1,2.0,0.0,Attchd,1.0,WD ,134500,44,44,2.0,3.0
Pave,Lvl,FR2,Somerst,Norm,TwnhsE,1Story,8,Gable,CompShg,MetalSd,None,0.0,3.0,PConc,4.0,1378.0,GasA,4.0,Y,1378,2,3.0,4.0,Attchd,3.0,WD ,214000,3,3,3.0,6.0
Pave,Lvl,Inside,OldTown,Artery,2fmCon,1.5Fin,5,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,4.0,793.0,GasA,2.0,Y,1118,1,2.0,4.0,Detchd,1.0,WD ,119900,67,56,2.0,6.0
Pave,Lvl,Inside,Edwards,Norm,Duplex,1Story,4,Gable,CompShg,VinylSd,BrkFace,270.0,2.0,CBlock,3.0,1440.0,GasA,2.0,N,1440,2,1.0,0.0,NoGarage,0.0,WD ,118000,53,53,2.0,0.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,BrkFace,45.0,2.0,CBlock,3.0,1010.0,GasA,4.0,Y,1134,1,2.0,0.0,Attchd,2.0,WD ,135000,47,5,1.0,3.0
Pave,Bnk,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gambrel,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,3.0,833.0,GasA,3.0,Y,1848,1,3.0,4.0,Detchd,1.0,WD ,207000,85,8,2.0,6.0
Pave,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,None,0.0,2.0,PConc,3.0,1181.0,GasA,1.0,Y,1694,2,2.0,4.0,Detchd,1.0,WD ,136500,83,58,2.0,6.0
Pave,Lvl,Corner,OldTown,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,901.0,GasA,4.0,Y,901,1,2.0,0.0,Detchd,1.0,WD ,107900,54,8,1.0,2.0
Pave,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,CompShg,VinylSd,None,0.0,2.0,BrkTil,3.0,861.0,GasA,3.0,Y,1409,1,2.0,4.0,Detchd,1.0,WD ,126000,69,57,3.0,6.0
Pave,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,BrkFace,Stone,112.0,2.0,CBlock,3.0,1080.0,GasA,1.0,Y,1656,1,2.0,4.0,Attchd,3.0,WD ,215000,50,50,2.0,6.0
Pave,Lvl,Inside,NridgHt,Norm,1Fam,2Story,10,Gable,CompShg,VinylSd,Stone,272.0,4.0,PConc,5.0,1682.0,GasA,4.0,Y,2332,2,4.0,5.0,BuiltIn,3.0,New,426000,1,0,4.0,9.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,None,0.0,3.0,CBlock,3.0,1113.0,GasA,3.0,Y,1113,1,3.0,4.0,Attchd,1.0,WD ,147000,59,2,1.0,3.0
Pave,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,Gable,CompShg,Stucco,None,0.0,3.0,BrkTil,3.0,816.0,GasA,4.0,Y,1232,1,3.0,4.0,Detchd,1.0,WD ,147500,93,9,1.0,6.0
Pave,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,BrkFace,480.0,4.0,PConc,5.0,1950.0,GasA,4.0,Y,1950,2,4.0,4.0,Attchd,3.0,WD ,383000,1,1,3.0,9.0
Pave,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,CompShg,Wd Sdng,BrkFace,102.0,2.0,CBlock,4.0,1845.0,GasA,3.0,Y,1872,2,2.0,3.0,Attchd,3.0,WD ,241500,18,18,3.0,6.0
Pave,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,4.0,676.0,GasA,4.0,Y,1264,1,2.0,0.0,Detchd,1.0,WD ,147500,94,13,1.0,6.0
Pave,HLS,Corner,StoneBr,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,Stone,130.0,3.0,PConc,5.0,1168.0,GasA,4.0,Y,2500,3,4.0,4.0,BuiltIn,3.0,WD ,355000,3,3,4.0,9.0
Pave,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,Gable,CompShg,MetalSd,None,0.0,2.0,BrkTil,3.0,784.0,GasA,3.0,Y,784,1,3.0,0.0,NoGarage,0.0,WD ,109500,84,58,2.0,0.0
Pave,Lvl,Corner,OldTown,Norm,1Fam,1Story,2,Gable,CompShg,MetalSd,None,0.0,2.0,BrkTil,0.0,0.0,GasA,1.0,N,612,1,2.0,0.0,Detchd,1.0,WD ,45000,69,59,1.0,3.0
Pave,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,1032.0,GasA,4.0,Y,2403,2,2.0,3.0,Attchd,1.0,COD,244400,70,60,2.0,3.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,Stone,238.0,2.0,CBlock,3.0,1416.0,GasA,2.0,Y,1644,1,2.0,4.0,Attchd,3.0,WD ,167000,56,56,2.0,6.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,BrkFace,214.0,3.0,PConc,4.0,860.0,GasA,4.0,Y,1729,2,3.0,0.0,Attchd,3.0,WD ,200000,5,5,3.0,6.0
Pave,Lvl,Inside,SWISU,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,3.0,830.0,GasA,3.0,Y,879,1,2.0,0.0,Detchd,1.0,WD ,80000,70,56,1.0,3.0
Pave,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Hip,CompShg,WdShing,None,0.0,2.0,CBlock,3.0,864.0,GasA,2.0,Y,864,1,2.0,0.0,Detchd,1.0,WD ,115000,51,16,2.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,BrkFace,74.0,2.0,CBlock,4.0,1196.0,GasA,3.0,Y,1196,1,2.0,4.0,Attchd,2.0,WD ,139000,52,52,2.0,3.0
Pave,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,Hip,CompShg,HdBoard,BrkFace,203.0,2.0,CBlock,3.0,672.0,GasA,2.0,Y,1400,1,2.0,3.0,Attchd,3.0,WD ,149500,28,28,2.0,6.0
Pave,Lvl,Inside,Edwards,Artery,1Fam,2Story,4,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,755.0,GasA,2.0,Y,1510,1,2.0,4.0,Detchd,1.0,WD ,108000,69,59,2.0,2.0
Pave,Lvl,Inside,OldTown,Norm,2fmCon,2Story,4,Gable,CompShg,MetalSd,None,0.0,2.0,BrkTil,0.0,0.0,GasA,2.0,N,1294,2,2.0,0.0,NoGarage,0.0,WD ,106250,108,8,2.0,0.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1240.0,GasA,4.0,Y,1240,2,3.0,0.0,Attchd,2.0,WD ,194000,1,1,2.0,9.0
Pave,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5,Hip,CompShg,Wd Sdng,BrkFace,51.0,2.0,CBlock,3.0,988.0,GasA,4.0,Y,988,1,2.0,0.0,Detchd,1.0,WD ,129500,44,44,2.0,6.0
Pave,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,1560.0,GasA,2.0,Y,1560,2,2.0,0.0,Detchd,1.0,WD ,126000,39,39,2.0,9.0
Pave,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,2.0,1078.0,GasA,2.0,Y,1368,1,2.0,0.0,Attchd,2.0,WD ,120000,59,59,2.0,3.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,BrkFace,109.0,3.0,PConc,4.0,1473.0,GasA,4.0,Y,1484,2,3.0,0.0,Attchd,2.0,WD ,213000,6,5,3.0,6.0
Pave,Lvl,Inside,Greens,Norm,TwnhsE,1Story,8,Gable,CompShg,Wd Sdng,None,0.0,3.0,CBlock,4.0,1226.0,GasA,2.0,Y,1226,1,3.0,2.0,Attchd,3.0,WD ,190000,26,26,2.0,6.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,BrkFace,112.0,2.0,PConc,4.0,1160.0,GasA,3.0,Y,1169,2,2.0,3.0,Attchd,3.0,WD ,183500,13,12,3.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,SLvl,7,Gable,CompShg,Plywood,BrkFace,364.0,2.0,CBlock,3.0,725.0,GasA,2.0,Y,1651,2,2.0,3.0,BuiltIn,1.0,WD ,172000,44,8,3.0,3.0
Pave,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,816.0,GasA,4.0,Y,816,1,2.0,4.0,Detchd,1.0,WD ,100000,71,51,2.0,2.0
Pave,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,Stone,212.0,3.0,PConc,4.0,1564.0,GasA,4.0,Y,1564,2,3.0,0.0,Attchd,2.0,WD ,218836,1,1,2.0,9.0
Pave,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,2.0,482.0,GasA,4.0,N,1912,2,2.0,3.0,Detchd,1.0,WD ,163000,103,8,2.0,8.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1510.0,GasA,4.0,Y,1525,2,3.0,4.0,Attchd,2.0,New,206580,1,1,3.0,6.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,728.0,GasA,4.0,Y,1456,2,3.0,4.0,Attchd,3.0,New,163990,1,0,3.0,6.0
Pave,Lvl,FR3,IDOTRR,Norm,1Fam,2Story,5,Gable,CompShg,AsbShng,None,0.0,1.0,BrkTil,2.0,396.0,GasA,3.0,Y,1330,1,2.0,0.0,Detchd,1.0,WD ,116500,96,2,1.0,3.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,840.0,GasA,4.0,Y,1720,2,3.0,4.0,BuiltIn,3.0,WD ,188000,6,5,3.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,Gable,CompShg,HdBoard,BrkFace,87.0,2.0,CBlock,3.0,793.0,GasA,4.0,Y,1280,2,2.0,3.0,Basment,3.0,WD ,175000,41,41,3.0,6.0
Pave,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CompShg,CemntBd,None,0.0,3.0,CBlock,4.0,1166.0,GasA,3.0,Y,1179,2,2.0,0.0,Attchd,2.0,WD ,182000,19,19,3.0,6.0
Pave,Bnk,Inside,OldTown,Artery,1Fam,1Story,5,Gable,CompShg,MetalSd,None,0.0,3.0,BrkTil,3.0,850.0,GasA,2.0,Y,960,1,2.0,0.0,Detchd,2.0,WD ,103000,81,27,1.0,6.0
Pave,Lvl,Inside,NoRidge,Norm,1Fam,1Story,10,Hip,CompShg,VinylSd,BrkFace,705.0,4.0,PConc,5.0,2633.0,GasA,4.0,Y,2633,2,4.0,4.0,Attchd,2.0,WD ,466500,6,5,4.0,9.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,MetalSd,None,0.0,3.0,CBlock,3.0,988.0,GasA,2.0,Y,988,2,3.0,0.0,Attchd,1.0,WD ,149500,50,11,3.0,3.0
